mass,mass_balance,mass_balance_trend
0.0000,0.0000,0.0000
0.1404,0.1404,0.0702
0.2787,0.1383,0.0929
0.4150,0.1363,0.1038
0.5495,0.1345,0.1099
0.6821,0.1326,0.1137
0.8126,0.1306,0.1161
0.9410,0.1283,0.1176
1.0668,0.1258,0.1185
1.1896,0.1228,0.1190
1.3088,0.1192,0.1190
1.4236,0.1148,0.1186
1.5337,0.1101,0.1180
1.6386,0.1049,0.1170
1.7378,0.0992,0.1159
1.8316,0.0938,0.1145
1.9193,0.0877,0.1129
2.0026,0.0833,0.1113
2.0812,0.0786,0.1095
2.1546,0.0735,0.1077
2.2237,0.0690,0.1059
2.2886,0.0649,0.1040
2.3500,0.0614,0.1022
2.4082,0.0581,0.1003
2.4629,0.0548,0.0985
2.5146,0.0517,0.0967
2.5633,0.0488,0.0949
2.6098,0.0465,0.0932
2.6540,0.0442,0.0915
2.6955,0.0414,0.0898
2.7352,0.0397,0.0882
2.7733,0.0381,0.0867
2.8093,0.0361,0.0851
2.8437,0.0344,0.0836
2.8757,0.0320,0.0822
2.9078,0.0321,0.0808
2.9390,0.0312,0.0794
2.9689,0.0299,0.0781
2.9977,0.0287,0.0769
3.0256,0.0279,0.0756
3.0526,0.0270,0.0745
3.0783,0.0257,0.0733
3.1033,0.0250,0.0722
3.1276,0.0243,0.0711
3.1512,0.0236,0.0700
3.1742,0.0230,0.0690
3.1969,0.0227,0.0680
3.2194,0.0225,0.0671
3.2412,0.0218,0.0661
3.2628,0.0216,0.0653
3.2837,0.0210,0.0644
3.3044,0.0207,0.0635
3.3241,0.0196,0.0627
3.3442,0.0201,0.0619
3.3635,0.0193,0.0612
3.3818,0.0182,0.0604
3.3998,0.0180,0.0596
3.4172,0.0174,0.0589
3.4346,0.0174,0.0582
3.4508,0.0162,0.0575
3.4673,0.0164,0.0568
3.4832,0.0159,0.0562
3.4990,0.0158,0.0555
3.5141,0.0151,0.0549
3.5296,0.0154,0.0543
3.5443,0.0147,0.0537
3.5599,0.0156,0.0531
3.5738,0.0140,0.0526
3.5889,0.0151,0.0520
3.6031,0.0142,0.0515
3.6172,0.0141,0.0509
3.6310,0.0138,0.0504
3.6450,0.0140,0.0499
3.6580,0.0130,0.0494
3.6709,0.0129,0.0489
3.6835,0.0126,0.0485
3.6964,0.0129,0.0480
3.7080,0.0116,0.0475
3.7198,0.0118,0.0471
3.7317,0.0119,0.0466
3.7432,0.0115,0.0462
3.7538,0.0106,0.0458
3.7653,0.0116,0.0454
3.7761,0.0108,0.0450
3.7871,0.0110,0.0446
3.7970,0.0099,0.0442
3.8068,0.0098,0.0438
3.8164,0.0095,0.0434
3.8266,0.0102,0.0430
3.8352,0.0086,0.0426
3.8449,0.0096,0.0423
3.8541,0.0092,0.0419
3.8640,0.0099,0.0415
3.8730,0.0090,0.0412
3.8823,0.0093,0.0409
3.8907,0.0083,0.0405
3.8995,0.0089,0.0402
3.9077,0.0081,0.0399
3.9159,0.0083,0.0396
3.9232,0.0073,0.0392
3.9313,0.0081,0.0393
3.9379,0.0067,0.0380
3.9458,0.0078,0.0367
3.9525,0.0068,0.0354
3.9598,0.0073,0.0341
3.9668,0.0070,0.0328
3.9740,0.0072,0.0316
3.9810,0.0069,0.0304
3.9886,0.0076,0.0292
3.9954,0.0068,0.0281
4.0021,0.0067,0.0269
4.0078,0.0057,0.0258
4.0143,0.0065,0.0248
4.0195,0.0052,0.0238
4.0249,0.0054,0.0229
4.0305,0.0056,0.0220
4.0364,0.0059,0.0212
4.0421,0.0057,0.0204
4.0475,0.0054,0.0197
4.0529,0.0054,0.0190
4.0582,0.0054,0.0183
4.0636,0.0054,0.0178
4.0697,0.0060,0.0172
4.0752,0.0055,0.0167
4.0809,0.0057,0.0162
4.0859,0.0050,0.0157
4.0912,0.0053,0.0153
4.0961,0.0049,0.0149
4.1007,0.0045,0.0145
4.1056,0.0049,0.0141
4.1105,0.0049,0.0138
4.1153,0.0048,0.0134
4.1209,0.0057,0.0131
4.1251,0.0042,0.0128
4.1301,0.0049,0.0125
4.1345,0.0045,0.0123
4.1398,0.0052,0.0120
4.1442,0.0044,0.0118
4.1487,0.0046,0.0115
4.1525,0.0037,0.0113
4.1567,0.0043,0.0110
4.1613,0.0046,0.0108
4.1658,0.0044,0.0106
4.1695,0.0038,0.0104
4.1735,0.0040,0.0102
4.1774,0.0039,0.0100
4.1817,0.0043,0.0098
4.1850,0.0034,0.0097
4.1890,0.0040,0.0095
4.1918,0.0028,0.0093
4.1951,0.0033,0.0091
4.1975,0.0024,0.0089
4.2002,0.0027,0.0088
4.2032,0.0030,0.0086
4.2065,0.0032,0.0084
4.2091,0.0027,0.0083
4.2121,0.0030,0.0081
4.2147,0.0026,0.0080
4.2175,0.0028,0.0078
4.2202,0.0027,0.0077
4.2231,0.0030,0.0076
4.2260,0.0029,0.0074
4.2286,0.0025,0.0073
4.2307,0.0021,0.0072
4.2331,0.0024,0.0070
4.2359,0.0028,0.0069
4.2385,0.0026,0.0068
4.2410,0.0025,0.0067
4.2435,0.0025,0.0065
4.2462,0.0027,0.0064
4.2490,0.0028,0.0063
4.2511,0.0022,0.0062
4.2540,0.0029,0.0061
4.2565,0.0025,0.0060
4.2590,0.0025,0.0059
4.2615,0.0025,0.0058
4.2641,0.0026,0.0057
4.2664,0.0023,0.0056
4.2692,0.0028,0.0055
4.2715,0.0023,0.0054
4.2740,0.0025,0.0053
4.2765,0.0025,0.0052
4.2791,0.0025,0.0051
4.2804,0.0013,0.0050
4.2820,0.0017,0.0049
4.2837,0.0016,0.0049
4.2861,0.0024,0.0048
4.2879,0.0018,0.0047
4.2900,0.0021,0.0046
4.2915,0.0015,0.0046
4.2943,0.0028,0.0045
4.2961,0.0018,0.0044
4.2982,0.0021,0.0043
4.3003,0.0021,0.0043
4.3029,0.0025,0.0042
4.3046,0.0018,0.0041
4.3072,0.0025,0.0041
4.3091,0.0019,0.0040
4.3112,0.0021,0.0040
4.3129,0.0018,0.0039
4.3148,0.0019,0.0038
4.3169,0.0022,0.0038
4.3192,0.0023,0.0037
4.3202,0.0009,0.0037
4.3218,0.0016,0.0036
4.3230,0.0012,0.0036
4.3253,0.0022,0.0035
4.3264,0.0011,0.0035
4.3287,0.0023,0.0034
4.3305,0.0018,0.0034
4.3328,0.0023,0.0033
4.3342,0.0014,0.0033
4.3359,0.0017,0.0032
4.3378,0.0019,0.0032
4.3399,0.0022,0.0032
4.3411,0.0012,0.0031
4.3428,0.0017,0.0031
4.3441,0.0012,0.0030
4.3455,0.0014,0.0030
4.3463,0.0008,0.0029
4.3473,0.0010,0.0029
4.3486,0.0013,0.0028
4.3503,0.0017,0.0028
4.3517,0.0014,0.0028
4.3527,0.0010,0.0027
4.3538,0.0011,0.0027
4.3556,0.0019,0.0026
4.3563,0.0006,0.0026
4.3575,0.0012,0.0026
4.3581,0.0006,0.0025
4.3589,0.0008,0.0025
4.3594,0.0005,0.0024
4.3595,0.0001,0.0024
4.3601,0.0005,0.0023
4.3613,0.0012,0.0023
4.3620,0.0007,0.0023
4.3631,0.0011,0.0022
4.3638,0.0007,0.0022
4.3656,0.0018,0.0022
4.3666,0.0010,0.0021
4.3675,0.0009,0.0021
4.3687,0.0012,0.0021
4.3701,0.0013,0.0020
4.3708,0.0007,0.0020
4.3716,0.0008,0.0020
4.3725,0.0009,0.0020
4.3743,0.0018,0.0019
4.3756,0.0013,0.0019
4.3764,0.0008,0.0019
4.3772,0.0008,0.0019
4.3790,0.0018,0.0018
4.3802,0.0012,0.0018
4.3810,0.0008,0.0018
4.3817,0.0007,0.0018
4.3822,0.0005,0.0018
4.3827,0.0005,0.0017
4.3827,0.0001,0.0017
4.3833,0.0005,0.0017
4.3846,0.0014,0.0017
4.3858,0.0012,0.0017
4.3860,0.0002,0.0016
4.3864,0.0004,0.0016
4.3872,0.0008,0.0016
4.3872,-0.0000,0.0016
4.3874,0.0001,0.0015
4.3873,-0.0000,0.0015
4.3878,0.0005,0.0015
4.3882,0.0004,0.0015
4.3879,-0.0003,0.0014
4.3885,0.0005,0.0014
4.3893,0.0008,0.0014
4.3902,0.0009,0.0014
4.3902,0.0000,0.0014
4.3896,-0.0005,0.0013
4.3908,0.0012,0.0013
4.3907,-0.0001,0.0013
4.3911,0.0004,0.0013
4.3914,0.0003,0.0013
4.3917,0.0003,0.0012
4.3917,0.0001,0.0012
4.3917,-0.0000,0.0012
4.3919,0.0002,0.0012
4.3932,0.0014,0.0011
4.3935,0.0003,0.0011
4.3941,0.0005,0.0011
4.3938,-0.0003,0.0011
4.3945,0.0008,0.0011
4.3947,0.0002,0.0011
4.3946,-0.0001,0.0010
4.3947,0.0001,0.0010
4.3953,0.0006,0.0010
4.3961,0.0007,0.0010
4.3959,-0.0002,0.0010
4.3957,-0.0002,0.0010
4.3963,0.0006,0.0009
4.3969,0.0006,0.0009
4.3974,0.0005,0.0009
4.3968,-0.0007,0.0009
4.3974,0.0006,0.0009
4.3973,-0.0000,0.0008
4.3967,-0.0007,0.0008
4.3957,-0.0010,0.0008
4.3961,0.0005,0.0008
4.3964,0.0003,0.0008
4.3967,0.0003,0.0007
4.3965,-0.0002,0.0007
4.3972,0.0007,0.0007
4.3976,0.0004,0.0007
4.3973,-0.0003,0.0007
4.3965,-0.0007,0.0007
4.3970,0.0005,0.0006
4.3966,-0.0004,0.0006
4.3968,0.0002,0.0006
4.3967,-0.0000,0.0006
4.3974,0.0007,0.0006
4.3983,0.0008,0.0006
4.3993,0.0010,0.0006
4.3990,-0.0003,0.0005
4.4004,0.0014,0.0005
4.4011,0.0007,0.0005
4.4010,-0.0001,0.0005
4.4004,-0.0006,0.0005
4.4010,0.0006,0.0005
4.4009,-0.0001,0.0005
4.4011,0.0002,0.0005
4.4002,-0.0008,0.0005
4.4006,0.0004,0.0004
4.4009,0.0002,0.0004
4.4013,0.0004,0.0004
4.4003,-0.0010,0.0004
4.4009,0.0006,0.0004
4.4006,-0.0003,0.0004
4.4011,0.0005,0.0004
4.4001,-0.0010,0.0004
4.4011,0.0011,0.0004
4.4013,0.0002,0.0004
4.4019,0.0006,0.0004
4.4016,-0.0003,0.0004
4.4019,0.0004,0.0004
4.4022,0.0003,0.0004
4.4030,0.0008,0.0004
4.4022,-0.0007,0.0003
4.4028,0.0006,0.0003
4.4029,0.0001,0.0003
4.4031,0.0002,0.0003
4.4023,-0.0008,0.0003
4.4027,0.0003,0.0003
4.4026,-0.0001,0.0003
4.4031,0.0006,0.0003
4.4025,-0.0006,0.0003
4.4033,0.0008,0.0002
4.4040,0.0006,0.0002
4.4043,0.0004,0.0002
4.4035,-0.0008,0.0002
4.4039,0.0004,0.0002
4.4044,0.0004,0.0002
4.4049,0.0005,0.0002
4.4040,-0.0009,0.0002
4.4043,0.0002,0.0002
4.4048,0.0006,0.0002
4.4049,0.0001,0.0002
4.4044,-0.0005,0.0002
4.4045,0.0001,0.0002
4.4045,-0.0000,0.0002
4.4048,0.0003,0.0002
4.4041,-0.0006,0.0002
4.4042,0.0000,0.0002
4.4046,0.0004,0.0002
4.4048,0.0003,0.0002
4.4044,-0.0004,0.0002
4.4052,0.0009,0.0002
4.4053,0.0001,0.0002
4.4064,0.0011,0.0002
4.4051,-0.0014,0.0002
4.4052,0.0002,0.0001
4.4053,0.0001,0.0001
4.4057,0.0005,0.0001
4.4051,-0.0007,0.0001
4.4053,0.0003,0.0001
4.4058,0.0004,0.0001
4.4056,-0.0001,0.0001
4.4048,-0.0009,0.0001
4.4049,0.0001,0.0001
4.4045,-0.0004,0.0001
4.4049,0.0004,0.0001
4.4039,-0.0010,0.0001
4.4038,-0.0001,0.0001
4.4032,-0.0006,0.0001
4.4037,0.0005,0.0001
4.4024,-0.0012,0.0001
4.4015,-0.0009,0.0001
4.4002,-0.0013,0.0000
4.3988,-0.0014,0.0000
4.3958,-0.0030,0.0000
4.3946,-0.0012,-0.0000
4.3922,-0.0023,-0.0000
4.3905,-0.0017,-0.0001
4.3872,-0.0033,-0.0001
4.3842,-0.0030,-0.0001
4.3802,-0.0039,-0.0002
4.3774,-0.0028,-0.0002
4.3729,-0.0045,-0.0002
4.3697,-0.0032,-0.0003
4.3652,-0.0044,-0.0003
4.3618,-0.0034,-0.0003
4.3576,-0.0043,-0.0004
4.3536,-0.0040,-0.0004
4.3490,-0.0045,-0.0005
4.3450,-0.0041,-0.0005
4.3394,-0.0056,-0.0006
4.3347,-0.0047,-0.0006
4.3294,-0.0053,-0.0007
4.3245,-0.0049,-0.0007
4.3189,-0.0055,-0.0008
4.3134,-0.0056,-0.0008
4.3075,-0.0059,-0.0009
4.3026,-0.0049,-0.0010
4.2974,-0.0052,-0.0010
4.2915,-0.0059,-0.0011
4.2850,-0.0065,-0.0012
4.2795,-0.0055,-0.0012
4.2728,-0.0068,-0.0013
4.2666,-0.0061,-0.0013
4.2603,-0.0064,-0.0014
4.2540,-0.0062,-0.0015
4.2472,-0.0069,-0.0015
4.2407,-0.0065,-0.0016
4.2343,-0.0064,-0.0017
4.2274,-0.0069,-0.0017
4.2200,-0.0073,-0.0018
4.2129,-0.0071,-0.0019
4.2057,-0.0072,-0.0019
4.1992,-0.0065,-0.0020
4.1921,-0.0071,-0.0021
4.1854,-0.0067,-0.0022
4.1781,-0.0072,-0.0022
4.1713,-0.0069,-0.0023
4.1642,-0.0070,-0.0024
4.1577,-0.0066,-0.0024
4.1506,-0.0071,-0.0025
4.1437,-0.0069,-0.0026
4.1369,-0.0068,-0.0027
4.1296,-0.0073,-0.0027
4.1222,-0.0074,-0.0028
4.1145,-0.0077,-0.0029
4.1066,-0.0080,-0.0030
4.0982,-0.0084,-0.0030
4.0903,-0.0079,-0.0031
4.0824,-0.0079,-0.0032
4.0742,-0.0082,-0.0033
4.0669,-0.0073,-0.0034
4.0594,-0.0076,-0.0034
4.0512,-0.0082,-0.0035
4.0439,-0.0073,-0.0036
4.0358,-0.0081,-0.0037
4.0286,-0.0072,-0.0038
4.0210,-0.0076,-0.0038
4.0128,-0.0082,-0.0039
4.0044,-0.0084,-0.0040
3.9966,-0.0078,-0.0041
3.9887,-0.0079,-0.0042
3.9803,-0.0084,-0.0042
3.9720,-0.0083,-0.0043
3.9640,-0.0080,-0.0044
3.9562,-0.0078,-0.0045
3.9481,-0.0081,-0.0046
3.9391,-0.0090,-0.0047
3.9306,-0.0085,-0.0047
3.9212,-0.0093,-0.0048
3.9127,-0.0085,-0.0049
3.9035,-0.0092,-0.0050
3.8945,-0.0090,-0.0051
3.8854,-0.0091,-0.0052
3.8763,-0.0092,-0.0053
3.8678,-0.0085,-0.0054
3.8588,-0.0090,-0.0055
3.8503,-0.0085,-0.0056
3.8416,-0.0087,-0.0056
3.8331,-0.0085,-0.0057
3.8244,-0.0087,-0.0058
3.8159,-0.0085,-0.0059
3.8070,-0.0088,-0.0060
3.7982,-0.0088,-0.0061
3.7902,-0.0080,-0.0061
3.7815,-0.0086,-0.0062
3.7729,-0.0087,-0.0063
3.7646,-0.0083,-0.0064
3.7564,-0.0082,-0.0065
3.7478,-0.0086,-0.0066
3.7390,-0.0088,-0.0066
3.7307,-0.0083,-0.0067
3.7228,-0.0080,-0.0068
3.7149,-0.0079,-0.0068
3.7070,-0.0079,-0.0069
3.6990,-0.0080,-0.0070
3.6922,-0.0068,-0.0070
3.6846,-0.0076,-0.0071
3.6771,-0.0074,-0.0071
3.6697,-0.0074,-0.0071
3.6627,-0.0070,-0.0072
3.6553,-0.0074,-0.0072
3.6474,-0.0079,-0.0073
3.6402,-0.0072,-0.0073
3.6333,-0.0069,-0.0073
3.6261,-0.0072,-0.0074
3.6192,-0.0069,-0.0074
3.6122,-0.0070,-0.0074
3.6051,-0.0071,-0.0074
3.5989,-0.0061,-0.0075
3.5924,-0.0065,-0.0075
3.5863,-0.0061,-0.0075
3.5799,-0.0064,-0.0075
3.5743,-0.0056,-0.0075
3.5685,-0.0058,-0.0075
3.5626,-0.0059,-0.0075
3.5563,-0.0063,-0.0075
3.5508,-0.0055,-0.0075
3.5447,-0.0061,-0.0075
3.5397,-0.0050,-0.0075
3.5341,-0.0056,-0.0075
3.5292,-0.0049,-0.0075
3.5235,-0.0057,-0.0075
3.5188,-0.0047,-0.0075
3.5137,-0.0051,-0.0075
3.5086,-0.0051,-0.0075
3.5036,-0.0050,-0.0074
3.4996,-0.0040,-0.0074
3.4953,-0.0043,-0.0074
3.4921,-0.0032,-0.0074
3.4876,-0.0044,-0.0073
3.4839,-0.0037,-0.0073
3.4791,-0.0048,-0.0073
3.4755,-0.0037,-0.0072
3.4710,-0.0045,-0.0072
3.4671,-0.0039,-0.0072
3.4629,-0.0041,-0.0072
3.4595,-0.0035,-0.0071
3.4555,-0.0040,-0.0071
3.4515,-0.0040,-0.0071
3.4474,-0.0041,-0.0070
3.4437,-0.0037,-0.0070
3.4398,-0.0038,-0.0070
3.4360,-0.0038,-0.0069
3.4328,-0.0032,-0.0069
3.4298,-0.0030,-0.0068
3.4263,-0.0035,-0.0068
3.4220,-0.0044,-0.0068
3.4179,-0.0041,-0.0067
3.4149,-0.0030,-0.0067
3.4105,-0.0044,-0.0066
3.4068,-0.0038,-0.0066
3.4031,-0.0036,-0.0066
3.4000,-0.0032,-0.0065
3.3964,-0.0036,-0.0065
3.3925,-0.0039,-0.0064
3.3894,-0.0031,-0.0064
3.3863,-0.0031,-0.0063
3.3834,-0.0029,-0.0063
3.3800,-0.0034,-0.0062
3.3773,-0.0027,-0.0062
3.3746,-0.0026,-0.0061
3.3724,-0.0023,-0.0061
3.3690,-0.0034,-0.0060
3.3667,-0.0024,-0.0060
3.3646,-0.0020,-0.0059
3.3625,-0.0022,-0.0059
3.3600,-0.0025,-0.0058
3.3578,-0.0022,-0.0057
3.3562,-0.0015,-0.0056
3.3541,-0.0022,-0.0056
3.3514,-0.0027,-0.0055
3.3493,-0.0021,-0.0055
3.3478,-0.0014,-0.0054
3.3466,-0.0012,-0.0053
3.3444,-0.0022,-0.0052
3.3426,-0.0018,-0.0052
3.3410,-0.0016,-0.0051
3.3387,-0.0023,-0.0050
3.3359,-0.0028,-0.0050
3.3337,-0.0023,-0.0049
3.3321,-0.0016,-0.0048
3.3306,-0.0015,-0.0048
3.3286,-0.0020,-0.0047
3.3271,-0.0015,-0.0046
3.3261,-0.0010,-0.0046
3.3244,-0.0017,-0.0045
3.3221,-0.0023,-0.0044
3.3199,-0.0021,-0.0044
3.3186,-0.0013,-0.0043
3.3175,-0.0012,-0.0042
3.3163,-0.0012,-0.0041
3.3151,-0.0012,-0.0041
3.3145,-0.0006,-0.0040
3.3132,-0.0013,-0.0039
3.3113,-0.0019,-0.0039
3.3098,-0.0016,-0.0038
3.3088,-0.0009,-0.0038
3.3078,-0.0011,-0.0037
3.3071,-0.0007,-0.0036
3.3064,-0.0007,-0.0036
3.3059,-0.0005,-0.0035
3.3050,-0.0008,-0.0034
3.3043,-0.0007,-0.0034
3.3031,-0.0012,-0.0033
3.3027,-0.0005,-0.0032
3.3020,-0.0007,-0.0032
3.3010,-0.0009,-0.0031
3.3002,-0.0009,-0.0030
3.3001,-0.0001,-0.0030
3.2997,-0.0004,-0.0029
3.2987,-0.0009,-0.0029
3.2979,-0.0008,-0.0028
3.2973,-0.0005,-0.0028
3.2975,0.0001,-0.0027
3.2971,-0.0004,-0.0027
3.2964,-0.0007,-0.0026
3.2965,0.0001,-0.0025
3.2967,0.0002,-0.0025
3.2961,-0.0006,-0.0024
3.2959,-0.0002,-0.0024
3.2955,-0.0004,-0.0023
3.2957,0.0002,-0.0023
3.2955,-0.0002,-0.0022
3.2951,-0.0004,-0.0022
3.2948,-0.0003,-0.0021
3.2949,0.0001,-0.0021
3.2947,-0.0001,-0.0020
3.2939,-0.0009,-0.0020
3.2939,0.0000,-0.0020
3.2940,0.0001,-0.0019
3.2934,-0.0006,-0.0019
3.2930,-0.0003,-0.0019
